dataset,threshold,dice,iou,acc,sen,spec,auc,time_ms,fps
CHASE-DB1,0.50 ± 0.00,0.1295 ± 0.0000,0.0693 ± 0.0000,0.0693 ± 0.0000,1.0000 ± 0.0000,0.0000 ± 0.0000,0.5233 ± 0.0000,16.11 ± 0.00,62.06 ± 0.00
