dataset,seed,threshold,dice,iou,acc,sen,spec,auc,time_ms,fps
CHASE-DB1,42,0.5,0.1295336495552744,0.06934056963239398,0.06934056963239398,1.0,4.099362315530472e-13,0.5232860366568969,16.113867854333616,62.058346825220056
