dataset,threshold,dice,iou,acc,sen,spec,auc,time_ms,fps
CHASE-DB1,0.27 ± 0.08,0.7547 ± 0.0018,0.6063 ± 0.0024,0.9649 ± 0.0004,0.7857 ± 0.0030,0.9788 ± 0.0006,0.9662 ± 0.0016,222.35 ± 7.16,4.50 ± 0.14
