dataset,seed,dice,iou,acc,sen,spec,auc,time_ms,fps
CHASE-DB1,42,0.1295399016567639,0.06934056963239398,0.06934056963239398,1.0,2.049672087252418e-13,0.9677403310652731,19.23377499666198,51.99187367916854
CHASE-DB1,123,0.1295399016567639,0.06934056963239398,0.06934056963239398,1.0,2.049672087252418e-13,0.963513756105062,28.324135720530258,35.30557860147405
CHASE-DB1,2026,0.1295399016567639,0.06934056963239398,0.06934056963239398,1.0,2.049672087252418e-13,0.9657463611301657,35.481060709571466,28.18405030744296
