dataset,threshold,dice,iou,acc,sen,spec,auc,time_ms,fps
CHASE-DB1,0.50 ± 0.00,0.7695 ± 0.0029,0.6256 ± 0.0038,0.9681 ± 0.0002,0.7733 ± 0.0072,0.9833 ± 0.0003,0.9666 ± 0.0028,71.99 ± 1.27,13.89 ± 0.24
