dataset,threshold,dice,iou,acc,sen,spec,auc,time_ms,fps
CHASE-DB1,0.25 ± 0.00,0.7710 ± 0.0015,0.6277 ± 0.0019,0.9669 ± 0.0001,0.8107 ± 0.0047,0.9791 ± 0.0003,0.9666 ± 0.0028,70.08 ± 4.81,14.32 ± 1.02
