dataset,seed,threshold,dice,iou,acc,sen,spec,auc,time_ms,fps
CHASE-DB1,42,0.25,0.769361287355423,0.6254421089376722,0.9668028695242745,0.8052709528378078,0.9793981909751892,0.969536714655081,72.60162499733269,13.77379638591752
CHASE-DB1,123,0.25,0.7720248230866024,0.628982275724411,0.9669630868094308,0.8130648050989423,0.9789748319557735,0.9639193233478549,64.54206428108071,15.493771560280434
CHASE-DB1,2026,0.25,0.7717060659612928,0.6285676317555564,0.9668934685843331,0.8136418036052159,0.9788588413170406,0.9662300574246487,73.1082392864794,13.678348839471223
