dataset,seed,method,valid_for_main_table,threshold,K,noise_strength,num_steps,guidance_scale,dice,iou,acc,sen,spec,auc,time_ms,fps
CHASE-DB1,2026,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.42015504837036133,0.26594701409339905,0.9400787353515625,0.276356041431427,0.9966632127761841,0.9178695031808675,454.7859999584034,2.1988363759910468
CHASE-DB1,2026,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.3868199288845062,0.23978720605373383,0.940582275390625,0.2444278597831726,0.9983928799629211,0.8956883963821881,454.7859999584034,2.1988363759910468
CHASE-DB1,2026,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.05364524573087692,0.02756190486252308,0.9231491088867188,0.027727868407964706,0.9994866251945496,0.7787008907106039,1110.0993000436574,0.9008203139671132
CHASE-DB1,2026,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.04497649520635605,0.02300560288131237,0.9248313903808594,0.023084577172994614,0.9997149109840393,0.7568220579071558,1110.0993000436574,0.9008203139671132
CHASE-DB1,2026,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9995912909507751,0.999182939529419,0.9999351501464844,0.9997114539146423,0.9999544024467468,0.9999999165184489,nan,nan
CHASE-DB1,2026,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9996853470802307,0.9993708729743958,0.9999465942382812,0.9996404051780701,0.9999749660491943,0.9999999115606124,nan,nan
CHASE-DB1,2026,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.753632664680481,0.6046633124351501,0.9653968811035156,0.6671475172042847,0.9910958409309387,0.8291216866873677,nan,nan
CHASE-DB1,2026,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7791502475738525,0.6382032632827759,0.9661712646484375,0.7031509876251221,0.9905626177787781,0.8468568015530572,nan,nan
CHASE-DB1,2026,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.3716278374195099,0.22822044789791107,0.9374465942382812,0.23316983878612518,0.9981313347816467,0.9000541809811426,437.94879998313263,2.2833719376295
CHASE-DB1,2026,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.39139053225517273,0.2433098554611206,0.934417724609375,0.24848294258117676,0.9980283379554749,0.9123287110647897,437.94879998313263,2.2833719376295
CHASE-DB1,2026,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.043549519032239914,0.022259455174207687,0.9220848083496094,0.022360069677233696,0.9996105432510376,0.7741214211881414,1100.7818499929272,0.9084452110165382
CHASE-DB1,2026,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.04819066822528839,0.024690253660082817,0.9168205261230469,0.024812335148453712,0.9995414614677429,0.7859063043946091,1100.7818499929272,0.9084452110165382
CHASE-DB1,2026,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9996222853660583,0.9992448687553406,0.9999427795410156,0.9996474385261536,0.9999669790267944,0.9999999509444292,nan,nan
CHASE-DB1,2026,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9997955560684204,0.9995911717414856,0.999969482421875,0.9997955560684204,0.9999834895133972,0.999999967762721,nan,nan
CHASE-DB1,2026,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7604687213897705,0.613513171672821,0.9676399230957031,0.6781828999519348,0.9913614988327026,0.8347722185883777,nan,nan
CHASE-DB1,2026,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.771777331829071,0.6283692121505737,0.9675483703613281,0.7351903915405273,0.9862890243530273,0.8607396968811044,nan,nan
CHASE-DB1,2026,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.37468576431274414,0.23053127527236938,0.9402198791503906,0.23645246028900146,0.9978950619697571,0.8978571013000665,459.037049964536,2.1784733935468985
CHASE-DB1,2026,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.40519991517066956,0.25407567620277405,0.9424018859863281,0.26286736130714417,0.9972091317176819,0.9187525004895458,459.037049964536,2.1784733935468985
CHASE-DB1,2026,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.04133935645222664,0.02110593020915985,0.9255142211914062,0.021202659234404564,0.9996244311332703,0.767087912472709,1112.7498499699868,0.8986745763452335
CHASE-DB1,2026,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.05275660753250122,0.02709297090768814,0.9269866943359375,0.027242524549365044,0.9995548129081726,0.7900783027387001,1112.7498499699868,0.8986745763452335
CHASE-DB1,2026,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9995115399360657,0.9990235567092896,0.9999237060546875,0.9991698861122131,0.9999876022338867,0.9999999436256302,nan,nan
CHASE-DB1,2026,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.999699592590332,0.9993993639945984,0.9999542236328125,0.9996495246887207,0.9999793767929077,0.99999997849953,nan,nan
CHASE-DB1,2026,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7711458206176758,0.6275323629379272,0.9657745361328125,0.7381219863891602,0.9850661158561707,0.8615940412582009,nan,nan
CHASE-DB1,2026,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7498801946640015,0.5998466610908508,0.9621696472167969,0.7442675232887268,0.9801420569419861,0.8622047983930086,nan,nan
CHASE-DB1,2026,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.4015856981277466,0.2512400448322296,0.9389610290527344,0.2621710002422333,0.9963130950927734,0.912362094715474,459.32470000116155,2.1771091343388917
CHASE-DB1,2026,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.4103655517101288,0.2581509053707123,0.9397621154785156,0.27510765194892883,0.9945822954177856,0.9168605430194241,459.32470000116155,2.1771091343388917
CHASE-DB1,2026,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.0425289012491703,0.021726449951529503,0.9232215881347656,0.02182723768055439,0.9996069073677063,0.7834405971398755,1144.8403500253335,0.8734842373243322
CHASE-DB1,2026,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.043442342430353165,0.022203456610441208,0.9249076843261719,0.022379092872142792,0.9993475675582886,0.7886422499350324,1144.8403500253335,0.8734842373243322
CHASE-DB1,2026,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9997346997261047,0.9994695782661438,0.9999656677246094,0.9998821020126343,0.9999714493751526,0.9999996222239893,nan,nan
CHASE-DB1,2026,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9998499155044556,0.9996998310089111,0.9999809265136719,0.9998798966407776,0.999987781047821,0.9999999958418844,nan,nan
CHASE-DB1,2026,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7535368800163269,0.6045400500297546,0.9643135070800781,0.843169629573822,0.9726938605308533,0.90793174491551,nan,nan
CHASE-DB1,2026,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.8135899305343628,0.6857577562332153,0.9755744934082031,0.8390176296234131,0.9848384857177734,0.9119280698546586,nan,nan
CHASE-DB1,2026,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.47644782066345215,0.31272169947624207,0.9504776000976562,0.3482695519924164,0.9921364784240723,0.9363060116098003,460.03899996867403,2.173728749232335
CHASE-DB1,2026,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.4633477032184601,0.3015305995941162,0.9529991149902344,0.3193827271461487,0.9959835410118103,0.9455461141302047,460.03899996867403,2.173728749232335
CHASE-DB1,2026,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.0528109036386013,0.027121609076857567,0.936370849609375,0.027415836229920387,0.9992495179176331,0.8128901782487004,1063.3653500117362,0.9404105559664543
CHASE-DB1,2026,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.05124629661440849,0.026296958327293396,0.9377098083496094,0.02648012526333332,0.9995274543762207,0.8272804984238222,1063.3653500117362,0.9404105559664543
CHASE-DB1,2026,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9997738003730774,0.9995476603507996,0.9999771118164062,0.9999246001243591,0.9999799132347107,0.9999999972728941,nan,nan
CHASE-DB1,2026,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9996289014816284,0.9992580413818359,0.9999618530273438,0.9997773170471191,0.999971866607666,0.9999999820888785,nan,nan
CHASE-DB1,2026,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7961709499359131,0.6613655090332031,0.9778251647949219,0.8561840057373047,0.9843059182167053,0.9202449768951103,nan,nan
CHASE-DB1,2026,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7971836924552917,0.662764310836792,0.9784622192382812,0.8236953616142273,0.9868462085723877,0.9052707625390098,nan,nan
CHASE-DB1,2026,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.46395453810691833,0.3020448088645935,0.9618492126464844,0.326395183801651,0.9957048296928406,0.946376906753073,439.56129997968674,2.274995546801351
CHASE-DB1,2026,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.465362012386322,0.30323895812034607,0.9621696472167969,0.3203919529914856,0.9969357252120972,0.9360227596358509,439.56129997968674,2.274995546801351
CHASE-DB1,2026,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.05654069781303406,0.029092812910676003,0.9504776000976562,0.02933635003864765,0.9995540380477905,0.8256509789716376,1173.455849988386,0.8521837442882041
CHASE-DB1,2026,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.053276047110557556,0.02736702747642994,0.9495658874511719,0.027614876627922058,0.9995093941688538,0.8203061625437867,1173.455849988386,0.8521837442882041
CHASE-DB1,2026,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9996652007102966,0.9993305802345276,0.9999580383300781,0.9995738863945007,0.9999837279319763,0.999999972749495,nan,nan
CHASE-DB1,2026,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.999291718006134,0.9985844492912292,0.9999122619628906,0.999630331993103,0.9999308586120605,0.9999996662836699,nan,nan
CHASE-DB1,2026,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7541599273681641,0.6053425073623657,0.9645500183105469,0.8676649332046509,0.9710275530815125,0.9193462449872399,nan,nan
CHASE-DB1,2026,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7644591331481934,0.6187242269515991,0.9689445495605469,0.8139362931251526,0.9791755676269531,0.896555928416828,nan,nan
CHASE-DB1,2026,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.46976256370544434,0.3069867193698883,0.9518699645996094,0.3402118384838104,0.9927639961242676,0.9443526505404798,483.17219997989014,2.0696554976499484
CHASE-DB1,2026,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.4669549763202667,0.30459311604499817,0.9534492492675781,0.3293081223964691,0.9946444630622864,0.9236818403445843,483.17219997989014,2.0696554976499484
CHASE-DB1,2026,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.04574855789542198,0.023409761488437653,0.9380950927734375,0.023679085075855255,0.9992308020591736,0.8319550086146674,1180.126199964434,0.8473670019614322
CHASE-DB1,2026,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.04727597534656525,0.024210268631577492,0.9389610290527344,0.024459367617964745,0.999320924282074,0.8122417398414318,1180.126199964434,0.8473670019614322
CHASE-DB1,2026,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9994980096817017,0.9989965558052063,0.9999465942382812,0.9993547201156616,0.9999798536300659,0.9999996735616946,nan,nan
CHASE-DB1,2026,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9997139573097229,0.9994280934333801,0.999969482421875,1.0,0.9999677538871765,0.999999987029206,nan,nan
CHASE-DB1,2026,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.8255588412284851,0.7029376029968262,0.9804420471191406,0.8698644638061523,0.9866557717323303,0.9282601241686556,nan,nan
CHASE-DB1,2026,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.8070758581161499,0.6765525937080383,0.9778671264648438,0.8680973052978516,0.9840508699417114,0.9260740757087144,nan,nan
CHASE-DB1,2026,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.4761165380477905,0.3124363124370575,0.9613838195800781,0.32982003688812256,0.9968734383583069,0.9504328532786791,496.86729995300993,2.012609805665562
CHASE-DB1,2026,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.5055021643638611,0.33824214339256287,0.9621162414550781,0.3630901277065277,0.9958615899085999,0.9424542672574799,496.86729995300993,2.012609805665562
CHASE-DB1,2026,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.04734467342495918,0.024246303364634514,0.9476509094238281,0.024449702352285385,0.9995285868644714,0.8309277170176379,1228.7548499880359,0.8138319861034419
CHASE-DB1,2026,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.04523066431283951,0.02313861809670925,0.9474983215332031,0.023319026455283165,0.9995607733726501,0.8228175526502975,1228.7548499880359,0.8138319861034419
CHASE-DB1,2026,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.999760627746582,0.9995213150978088,0.9999656677246094,0.9998403787612915,0.999975323677063,0.9999999790116637,nan,nan
CHASE-DB1,2026,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9997419118881226,0.9994839429855347,0.9999618530273438,0.9996902942657471,0.999983549118042,0.9999999617300238,nan,nan
CHASE-DB1,2026,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7815189957618713,0.6413878798484802,0.9670791625976562,0.8211853504180908,0.978347897529602,0.8997666194943313,nan,nan
CHASE-DB1,2026,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7977084517478943,0.6634899973869324,0.9683456420898438,0.8444823026657104,0.9782304167747498,0.9113563598592019,nan,nan
CHASE-DB1,2026,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.450929194688797,0.291096568107605,0.9454498291015625,0.31240689754486084,0.9943455457687378,0.9318693570168589,476.6588500351645,2.0979365009717688
CHASE-DB1,2026,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.4427146315574646,0.28428614139556885,0.9437408447265625,0.3023639917373657,0.9949252605438232,0.9391665569487713,476.6588500351645,2.0979365009717688
CHASE-DB1,2026,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.05380935221910477,0.027648551389575005,0.9298362731933594,0.027825068682432175,0.9995068907737732,0.8151858203408273,1279.0795000037178,0.7818122329355551
CHASE-DB1,2026,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.05412140116095543,0.027813348919153214,0.9275970458984375,0.028027253225445747,0.9993862509727478,0.8220489656775677,1279.0795000037178,0.7818122329355551
CHASE-DB1,2026,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.999782919883728,0.9995659589767456,0.9999732971191406,0.9998139142990112,0.9999837279319763,0.9999999906726447,nan,nan
CHASE-DB1,2026,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9998486638069153,0.9996973872184753,0.9999809265136719,0.9999394416809082,0.9999837279319763,0.9999999866904933,nan,nan
CHASE-DB1,2026,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7871990203857422,0.6490752100944519,0.9733657836914062,0.8009178638458252,0.9846678972244263,0.8927928997791706,nan,nan
CHASE-DB1,2026,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7797307372093201,0.6389825344085693,0.9714126586914062,0.8030027747154236,0.9827379584312439,0.8928703843023568,nan,nan
CHASE-DB1,2026,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.4501473605632782,0.2904452681541443,0.9537391662597656,0.3078640401363373,0.9960694313049316,0.9307870355851815,567.164350009989,1.7631573634386362
CHASE-DB1,2026,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.4290638864040375,0.2731262445449829,0.9513511657714844,0.29010775685310364,0.9958188533782959,0.9354776149589005,567.164350009989,1.7631573634386362
CHASE-DB1,2026,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.05662744119763374,0.029138747602701187,0.9397544860839844,0.02939717099070549,0.9994187355041504,0.8079807433371776,1255.463050038088,0.7965188620801401
CHASE-DB1,2026,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.05112044885754585,0.02623068541288376,0.9379730224609375,0.02651652693748474,0.9992671608924866,0.8089431110242766,1255.463050038088,0.7965188620801401
CHASE-DB1,2026,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9997510313987732,0.9995022416114807,0.9999656677246094,0.9997233748435974,0.9999836087226868,0.9999999916133494,nan,nan
CHASE-DB1,2026,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.999804675579071,0.9996094107627869,0.9999771118164062,0.9998697638511658,0.9999837875366211,0.9999999934035337,nan,nan
CHASE-DB1,2026,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.8138436079025269,0.6861183047294617,0.9740028381347656,0.824131429195404,0.9851025342941284,0.9046169787122655,nan,nan
CHASE-DB1,2026,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7850398421287537,0.6461445093154907,0.9733390808105469,0.8310216665267944,0.9821951985359192,0.9066084281388744,nan,nan
CHASE-DB1,2026,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.433856725692749,0.2770223915576935,0.9478721618652344,0.2896658480167389,0.9966198205947876,0.9412155398466306,461.07399999164045,2.1688492520032154
CHASE-DB1,2026,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.4755551517009735,0.31195300817489624,0.9562149047851562,0.33886826038360596,0.9946309924125671,0.9478536758311813,461.07399999164045,2.1688492520032154
CHASE-DB1,2026,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.05288461595773697,0.027160493656992912,0.9323654174804688,0.027384376153349876,0.9993895292282104,0.8152373087962894,1200.4569999990053,0.8330160930385916
CHASE-DB1,2026,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.05743306875228882,0.02956555411219597,0.9426536560058594,0.029823532328009605,0.9994570016860962,0.8145412867267998,1200.4569999990053,0.8330160930385916
