dataset,seed,method,valid_for_main_table,threshold,K,noise_strength,num_steps,guidance_scale,dice,iou,acc,sen,spec,auc,time_ms,fps
CHASE-DB1,123,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.15414951741695404,0.08351138234138489,0.9247283935546875,0.08467552065849304,0.9987713098526001,0.8622839420514224,665.3970499755815,1.5028620881873427
CHASE-DB1,123,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.17003338038921356,0.0929161086678505,0.9279022216796875,0.09460516273975372,0.9984607696533203,0.8645457526036471,665.3970499755815,1.5028620881873427
CHASE-DB1,123,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.44133493304252625,0.2831493020057678,0.8880577087402344,0.5458698272705078,0.9182184338569641,0.8238408943848419,1159.7160499659367,0.8622800383157344
CHASE-DB1,123,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.4280959963798523,0.272342324256897,0.8826560974121094,0.5625977516174316,0.9097567200660706,0.822592539103232,1159.7160499659367,0.8622800383157344
CHASE-DB1,123,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9997809529304504,0.9995620250701904,0.9999656677246094,0.9997079968452454,0.9999876022338867,0.9999999842871615,nan,nan
CHASE-DB1,123,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.999823272228241,0.9996465444564819,0.9999732971191406,0.9997475147247314,0.999991774559021,0.9999999964576535,nan,nan
CHASE-DB1,123,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7543719410896301,0.6056157350540161,0.9659767150878906,0.6665693521499634,0.9914402961730957,0.8290048099595055,nan,nan
CHASE-DB1,123,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7393284440040588,0.5864560604095459,0.9648475646972656,0.6599000096321106,0.9897664785385132,0.8248332506081866,nan,nan
CHASE-DB1,123,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.1687900871038437,0.09217408299446106,0.927825927734375,0.09349296987056732,0.9987831115722656,0.8705730309342867,447.7021499769762,2.2336278707873674
CHASE-DB1,123,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.16667422652244568,0.09091358631849289,0.9299278259277344,0.09276372194290161,0.9983370304107666,0.8709437721606682,447.7021499769762,2.2336278707873674
CHASE-DB1,123,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.43350496888160706,0.2767356336116791,0.88836669921875,0.5449457168579102,0.9175734519958496,0.8298551167576815,1041.4208000293002,0.9602266441882716
CHASE-DB1,123,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.41785600781440735,0.26410743594169617,0.8819007873535156,0.5610765814781189,0.9081170558929443,0.8276299867100557,1041.4208000293002,0.9602266441882716
CHASE-DB1,123,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9999028444290161,0.999805748462677,0.9999847412109375,0.999805748462677,1.0,1.0,nan,nan
CHASE-DB1,123,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9999253749847412,0.9998507499694824,0.9999885559082031,0.9998507499694824,1.0,0.9999999993833613,nan,nan
CHASE-DB1,123,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7702385187149048,0.626331627368927,0.9664154052734375,0.7166027426719666,0.9877127408981323,0.8521577344176898,nan,nan
CHASE-DB1,123,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7438443303108215,0.5921593904495239,0.9659500122070312,0.6447761058807373,0.9926211833953857,0.8186986478590177,nan,nan
CHASE-DB1,123,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.18504022061824799,0.10195279121398926,0.9277229309082031,0.10445296764373779,0.9979093670845032,0.8830313037394598,469.79159995680675,2.1286034064720214
CHASE-DB1,123,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.1534900665283203,0.08312441408634186,0.9288482666015625,0.08412935584783554,0.9989960789680481,0.8617781510635252,469.79159995680675,2.1286034064720214
CHASE-DB1,123,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.4457158148288727,0.2867659628391266,0.889495849609375,0.5655805468559265,0.9171106815338135,0.8362766363083344,1040.629600000102,0.9609567131281889
CHASE-DB1,123,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.4305128753185272,0.2743016183376312,0.8876228332519531,0.5539801120758057,0.9153294563293457,0.8229888729165726,1040.629600000102,0.9609567131281889
CHASE-DB1,123,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9997835755348206,0.9995672106742859,0.9999656677246094,0.9995672106742859,1.0,0.9999999912334409,nan,nan
CHASE-DB1,123,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9997527599334717,0.9995055794715881,0.9999580383300781,0.9995954632759094,0.9999916553497314,0.9999999797638689,nan,nan
CHASE-DB1,123,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.753632664680481,0.6046633124351501,0.9653968811035156,0.6671475172042847,0.9910958409309387,0.8291216866873677,nan,nan
CHASE-DB1,123,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7791502475738525,0.6382032632827759,0.9661712646484375,0.7031509876251221,0.9905626177787781,0.8468568015530572,nan,nan
CHASE-DB1,123,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.1600838005542755,0.08700602501630783,0.9265861511230469,0.08819003403186798,0.9988273978233337,0.8657227571852847,474.1793000139296,2.108906904984304
CHASE-DB1,123,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.17407482862472534,0.09533513337373734,0.9221000671386719,0.09673214703798294,0.9986410737037659,0.8786331093201056,474.1793000139296,2.108906904984304
CHASE-DB1,123,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.4371437430381775,0.27970823645591736,0.8836021423339844,0.5697730183601379,0.9106435775756836,0.8290428211280564,1154.6454000053927,0.866066759539621
CHASE-DB1,123,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.46359676122665405,0.3017416000366211,0.8881988525390625,0.5692902207374573,0.9177730679512024,0.8407015465554422,1154.6454000053927,0.866066759539621
CHASE-DB1,123,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9998740553855896,0.999748170375824,0.9999809265136719,0.999748170375824,1.0,0.9999999987528245,nan,nan
CHASE-DB1,123,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9998722076416016,0.9997444748878479,0.9999809265136719,0.9997955560684204,0.9999958872795105,0.9999999985250918,nan,nan
CHASE-DB1,123,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7604687213897705,0.613513171672821,0.9676399230957031,0.6781828999519348,0.9913614988327026,0.8347722185883777,nan,nan
CHASE-DB1,123,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.771777331829071,0.6283692121505737,0.9675483703613281,0.7351903915405273,0.9862890243530273,0.8607396968811044,nan,nan
CHASE-DB1,123,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.15787309408187866,0.08570153266191483,0.9296760559082031,0.08702658861875534,0.9987329244613647,0.8647505816851615,470.35780001897365,2.1260410690747795
CHASE-DB1,123,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.2015295922756195,0.11205610632896423,0.9318962097167969,0.11515461653470993,0.9977697730064392,0.8863083635615854,470.35780001897365,2.1260410690747795
CHASE-DB1,123,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.4293774664402008,0.27338042855262756,0.8854179382324219,0.5691478848457336,0.9113368988037109,0.8242477541062605,1081.52649999829,0.9246190453970208
CHASE-DB1,123,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.44675949215888977,0.2876305878162384,0.8891868591308594,0.5994888544082642,0.9125521779060364,0.849348811758708,1081.52649999829,0.9246190453970208
CHASE-DB1,123,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9998779296875,0.999755859375,0.9999809265136719,0.999755859375,1.0,1.0,nan,nan
CHASE-DB1,123,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9997245669364929,0.9994493126869202,0.9999580383300781,0.999549388885498,0.9999917149543762,0.9999999871824121,nan,nan
CHASE-DB1,123,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7711458206176758,0.6275323629379272,0.9657745361328125,0.7381219863891602,0.9850661158561707,0.8615940412582009,nan,nan
CHASE-DB1,123,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7498801946640015,0.5998466610908508,0.9621696472167969,0.7442675232887268,0.9801420569419861,0.8622047983930086,nan,nan
CHASE-DB1,123,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.19130060076713562,0.10576694458723068,0.9283676147460938,0.10845255851745605,0.9978482723236084,0.8803743944552869,620.0384999974631,1.6128030759446252
CHASE-DB1,123,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.18145090341567993,0.09977784007787704,0.92889404296875,0.10343446582555771,0.9969773292541504,0.8863301127614058,620.0384999974631,1.6128030759446252
CHASE-DB1,123,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.43960171937942505,0.2817240357398987,0.8872871398925781,0.56589674949646,0.9145221710205078,0.8344599398560033,1213.61259999685,0.8239861715366136
CHASE-DB1,123,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.44186994433403015,0.2835898995399475,0.8902854919433594,0.5699909925460815,0.9167031645774841,0.8395426171543756,1213.61259999685,0.8239861715366136
CHASE-DB1,123,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9999410510063171,0.9998821020126343,0.9999923706054688,0.9999410510063171,0.9999959468841553,0.9999999973548466,nan,nan
CHASE-DB1,123,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9999099373817444,0.9998198747634888,0.9999885559082031,0.9998198747634888,1.0,1.0,nan,nan
CHASE-DB1,123,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7535368800163269,0.6045400500297546,0.9643135070800781,0.843169629573822,0.9726938605308533,0.90793174491551,nan,nan
CHASE-DB1,123,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.8135899305343628,0.6857577562332153,0.9755744934082031,0.8390176296234131,0.9848384857177734,0.9119280698546586,nan,nan
CHASE-DB1,123,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.2127196192741394,0.11901860684156418,0.9393196105957031,0.1267024278640747,0.9955339431762695,0.9059110634766636,455.3789999918081,2.195973024706869
CHASE-DB1,123,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.2153174728155136,0.12064749002456665,0.9423904418945312,0.12441455572843552,0.9978817701339722,0.9149216097622925,455.3789999918081,2.195973024706869
CHASE-DB1,123,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.43365541100502014,0.27685824036598206,0.8906669616699219,0.6469547748565674,0.9075261950492859,0.8678620928590974,1123.9962499821559,0.8896826835640027
CHASE-DB1,123,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.44584470987319946,0.2868727147579193,0.8986854553222656,0.641527533531189,0.9161310195922852,0.8786001110079882,1123.9962499821559,0.8896826835640027
CHASE-DB1,123,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9998868703842163,0.9997738003730774,0.9999885559082031,0.9998491406440735,0.9999960064888,0.9999999957578353,nan,nan
CHASE-DB1,123,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9998515248298645,0.9997031092643738,0.9999847412109375,0.9997773170471191,0.9999960064888,0.999999997014813,nan,nan
CHASE-DB1,123,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7961709499359131,0.6613655090332031,0.9778251647949219,0.8561840057373047,0.9843059182167053,0.9202449768951103,nan,nan
CHASE-DB1,123,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7971836924552917,0.662764310836792,0.9784622192382812,0.8236953616142273,0.9868462085723877,0.9052707625390098,nan,nan
CHASE-DB1,123,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.18419840931892395,0.10144192725419998,0.9526939392089844,0.10558069497346878,0.9978262782096863,0.9112436065425624,488.9909999910742,2.045027413629808
CHASE-DB1,123,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.1629452407360077,0.08869917690753937,0.9519500732421875,0.09101031720638275,0.998588502407074,0.892755741164249,488.9909999910742,2.045027413629808
CHASE-DB1,123,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.4057718515396118,0.2545256018638611,0.9037017822265625,0.6499999761581421,0.9172184467315674,0.8802289113928862,1086.6576000116765,0.9202530769482996
CHASE-DB1,123,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.3910124599933624,0.24301771819591522,0.8982620239257812,0.6355875730514526,0.912491500377655,0.8639716676470575,1086.6576000116765,0.9202530769482996
CHASE-DB1,123,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9999086856842041,0.9998173713684082,0.9999885559082031,0.9998173713684082,1.0,1.0,nan,nan
CHASE-DB1,123,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9998459815979004,0.9996919631958008,0.9999809265136719,0.9998151659965515,0.9999918937683105,0.999999988224724,nan,nan
CHASE-DB1,123,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7541599273681641,0.6053425073623657,0.9645500183105469,0.8676649332046509,0.9710275530815125,0.9193462449872399,nan,nan
CHASE-DB1,123,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7644591331481934,0.6187242269515991,0.9689445495605469,0.8139362931251526,0.9791755676269531,0.896555928416828,nan,nan
CHASE-DB1,123,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.22572705149650574,0.12722228467464447,0.9411964416503906,0.13677866756916046,0.9949779510498047,0.91405496489475,444.9635000200942,2.2473753464156965
CHASE-DB1,123,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.21979980170726776,0.12346914410591125,0.9432106018066406,0.12919721007347107,0.9969379305839539,0.8957014956060798,444.9635000200942,2.2473753464156965
CHASE-DB1,123,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.4269329607486725,0.27140161395072937,0.8909759521484375,0.6480399370193481,0.9072180986404419,0.8730560328341117,1055.3134999936447,0.9475857174252222
CHASE-DB1,123,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.4153940677642822,0.26214343309402466,0.8874092102050781,0.6460477113723755,0.9033398032188416,0.8613228847091081,1055.3134999936447,0.9475857174252222
CHASE-DB1,123,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9998565912246704,0.9997131824493408,0.9999847412109375,0.9997131824493408,1.0,0.9999999942223309,nan,nan
CHASE-DB1,123,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9999284744262695,0.9998569488525391,0.9999923706054688,0.9998569488525391,1.0,0.9999999999999999,nan,nan
CHASE-DB1,123,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.8255588412284851,0.7029376029968262,0.9804420471191406,0.8698644638061523,0.9866557717323303,0.9282601241686556,nan,nan
CHASE-DB1,123,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.8070758581161499,0.6765525937080383,0.9778671264648438,0.8680973052978516,0.9840508699417114,0.9260740757087144,nan,nan
CHASE-DB1,123,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.15836229920387268,0.08598992973566055,0.9501266479492188,0.08819101005792618,0.9985616207122803,0.9117939976961988,439.8642500163987,2.2734286770582486
CHASE-DB1,123,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.14506033062934875,0.07820218801498413,0.9494590759277344,0.08040057122707367,0.9984163641929626,0.8996567737671468,439.8642500163987,2.2734286770582486
CHASE-DB1,123,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.405595064163208,0.2543864846229553,0.9027366638183594,0.6237183809280396,0.9184156060218811,0.8721116695038618,1057.3061000322923,0.9457998965195207
CHASE-DB1,123,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.4108447730541229,0.25853028893470764,0.9055824279785156,0.6173104643821716,0.9218218326568604,0.8688105168246878,1057.3061000322923,0.9457998965195207
CHASE-DB1,123,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9999734163284302,0.9999467730522156,0.9999961853027344,0.9999467730522156,1.0,0.9999999997813716,nan,nan
CHASE-DB1,123,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9999225735664368,0.9998451471328735,0.9999885559082031,0.9998451471328735,1.0,0.9999999961730024,nan,nan
CHASE-DB1,123,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7815189957618713,0.6413878798484802,0.9670791625976562,0.8211853504180908,0.978347897529602,0.8997666194943313,nan,nan
CHASE-DB1,123,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7977084517478943,0.6634899973869324,0.9683456420898438,0.8444823026657104,0.9782304167747498,0.9113563598592019,nan,nan
CHASE-DB1,123,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.217215895652771,0.12184083461761475,0.9341239929199219,0.12747393548488617,0.9964289665222168,0.9038760998968274,438.3555999957025,2.281252937135521
CHASE-DB1,123,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.23823824524879456,0.1352272778749466,0.9332313537597656,0.14127181470394135,0.9964328408241272,0.9134616945752381,438.3555999957025,2.281252937135521
CHASE-DB1,123,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.4450421929359436,0.28620854020118713,0.8906021118164062,0.6117790937423706,0.9121381640434265,0.8547344829320278,1086.7127500241622,0.9202063746631902
CHASE-DB1,123,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.4529140293598175,0.2927529811859131,0.8891716003417969,0.6207287907600403,0.9105944037437439,0.8627686989771657,1086.7127500241622,0.9202063746631902
CHASE-DB1,123,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9998759627342224,0.9997519254684448,0.9999847412109375,0.9998139142990112,0.9999959468841553,0.9999999989916373,nan,nan
CHASE-DB1,123,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan
CHASE-DB1,123,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7871990203857422,0.6490752100944519,0.9733657836914062,0.8009178638458252,0.9846678972244263,0.8927928997791706,nan,nan
CHASE-DB1,123,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7797307372093201,0.6389825344085693,0.9714126586914062,0.8030027747154236,0.9827379584312439,0.8928703843023568,nan,nan
CHASE-DB1,123,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.19558359682559967,0.10839160531759262,0.9435806274414062,0.11151079088449478,0.9981139898300171,0.9020508894303841,615.2137499884702,1.62545131674762
CHASE-DB1,123,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.1998850703239441,0.11104016751050949,0.9415779113769531,0.11581305414438248,0.9971094131469727,0.9028180521399377,615.2137499884702,1.62545131674762
CHASE-DB1,123,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.42427554726600647,0.26925745606422424,0.8954887390136719,0.6260853409767151,0.9131452441215515,0.8609349588943955,1197.0243999967352,0.8354048589174351
CHASE-DB1,123,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.42851099371910095,0.27267831563949585,0.8969573974609375,0.6130887269973755,0.9160471558570862,0.8588909329760872,1197.0243999967352,0.8354048589174351
CHASE-DB1,123,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9999723434448242,0.9999446868896484,0.9999961853027344,0.9999446868896484,1.0,0.9999999997733336,nan,nan
CHASE-DB1,123,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan
CHASE-DB1,123,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.8138436079025269,0.6861183047294617,0.9740028381347656,0.824131429195404,0.9851025342941284,0.9046169787122655,nan,nan
CHASE-DB1,123,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7850398421287537,0.6461445093154907,0.9733390808105469,0.8310216665267944,0.9821951985359192,0.9066084281388744,nan,nan
CHASE-DB1,123,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.18337157368659973,0.10094060748815536,0.9361915588378906,0.1038946658372879,0.9978325963020325,0.9096838841602022,485.1659499690868,2.061150416808345
CHASE-DB1,123,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.19011536240577698,0.10504280775785446,0.9453659057617188,0.10946148633956909,0.9973823428153992,0.9087135561753097,485.1659499690868,2.061150416808345
CHASE-DB1,123,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.4476383626461029,0.2883595824241638,0.89605712890625,0.6108099222183228,0.9171829223632812,0.8673246090153472,1271.3968000025488,0.7865365085062312
CHASE-DB1,123,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.4170602560043335,0.26347196102142334,0.8921775817871094,0.65839684009552,0.9067252278327942,0.8761899239833227,1271.3968000025488,0.7865365085062312
CHASE-DB1,2026,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.999670684337616,0.999341607093811,0.9999542236328125,0.9996158480644226,0.9999794960021973,0.99999997367679,nan,nan
CHASE-DB1,2026,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9997236728668213,0.9994475245475769,0.9999580383300781,0.9997488260269165,0.9999752044677734,0.9999999854825014,nan,nan
CHASE-DB1,2026,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.8178000450134277,0.6917612552642822,0.9753379821777344,0.7962353229522705,0.9887176752090454,0.892476512391499,nan,nan
CHASE-DB1,2026,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7785102725028992,0.6373448967933655,0.9691123962402344,0.7148957252502441,0.9900016188621521,0.8524486824078473,nan,nan
CHASE-DB1,2026,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.4646802246570587,0.3026602268218994,0.9499015808105469,0.31280869245529175,0.9974951148033142,0.939158043477827,494.3807999952696,2.022732274411887
CHASE-DB1,2026,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.4058544933795929,0.25459063053131104,0.941619873046875,0.26259732246398926,0.9974157810211182,0.9128386962108672,494.3807999952696,2.022732274411887
CHASE-DB1,2026,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.05721854418516159,0.029451867565512657,0.9321174621582031,0.02963450737297535,0.9995367527008057,0.8095628585433239,1105.629500001669,0.9044621186378353
CHASE-DB1,2026,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.03879880532622337,0.019783183932304382,0.9251518249511719,0.019894499331712723,0.9995376467704773,0.782662988509071,1105.629500001669,0.9044621186378353
CHASE-DB1,2026,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9993876814842224,0.9987760782241821,0.9999008178710938,0.999199390411377,0.9999626278877258,0.9999998420481488,nan,nan
CHASE-DB1,2026,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9995356202125549,0.9990716576576233,0.9999275207519531,0.9992181658744812,0.9999876022338867,0.9999999559216576,nan,nan
CHASE-DB1,2026,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7537863850593567,0.6048612594604492,0.9649620056152344,0.6621456146240234,0.9916524887084961,0.8268990499262617,nan,nan
CHASE-DB1,2026,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7393139004707336,0.5864377617835999,0.9632415771484375,0.6677091717720032,0.9882654547691345,0.827987311389986,nan,nan
CHASE-DB1,2026,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.39142411947250366,0.2433357983827591,0.9376296997070312,0.24762174487113953,0.9984475374221802,0.8949384279444004,463.9939999906346,2.155200282805778
CHASE-DB1,2026,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.3710891902446747,0.22781431674957275,0.9381942749023438,0.23358091711997986,0.9978566765785217,0.8951070524636122,463.9939999906346,2.155200282805778
CHASE-DB1,2026,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.04196317866444588,0.021431250497698784,0.9203987121582031,0.02152208797633648,0.9996263980865479,0.7673004732960755,1115.248350019101,0.8966612683021434
CHASE-DB1,2026,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.05014902725815773,0.02571941539645195,0.9234123229980469,0.025899140164256096,0.9994083046913147,0.7755396963364541,1115.248350019101,0.8966612683021434
CHASE-DB1,2026,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9993670582771301,0.9987348914146423,0.9999008178710938,0.9989779591560364,0.9999793171882629,0.9999999355370732,nan,nan
CHASE-DB1,2026,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9997727274894714,0.9995456337928772,0.9999656677246094,0.9997475147247314,0.9999834895133972,0.9999999856222408,nan,nan
CHASE-DB1,2026,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7543719410896301,0.6056157350540161,0.9659767150878906,0.6665693521499634,0.9914402961730957,0.8290048099595055,nan,nan
CHASE-DB1,2026,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7393284440040588,0.5864560604095459,0.9648475646972656,0.6599000096321106,0.9897664785385132,0.8248332506081866,nan,nan
CHASE-DB1,2026,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.3417360186576843,0.2060806006193161,0.9366455078125,0.20981165766716003,0.9984602332115173,0.9077035376036915,452.1297499886714,2.211754479825882
CHASE-DB1,2026,LU-Net+RA+Diff(20),YES,0.5,5,0.5,20,1.5,0.34292498230934143,0.20694595575332642,0.9387626647949219,0.21153360605239868,0.9981884956359863,0.9011114051251748,452.1297499886714,2.211754479825882
CHASE-DB1,2026,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.045159146189689636,0.023101188242435455,0.9232139587402344,0.02316639944911003,0.9997599124908447,0.7740693730546991,1147.8171499911696,0.8712189045160139
CHASE-DB1,2026,LU-Net+RA+Diff(50),YES,0.5,5,0.5,50,1.5,0.039385583251714706,0.02008838951587677,0.925567626953125,0.020198959857225418,0.9995502233505249,0.7671868628943335,1147.8171499911696,0.8712189045160139
CHASE-DB1,2026,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9997329711914062,0.999466061592102,0.9999580383300781,0.999854326248169,0.9999668598175049,0.9999999788913314,nan,nan
CHASE-DB1,2026,AE reconstruction (GT input; sanity only),NO,0.5,5,0.5,0,1.5,0.9999253749847412,0.9998507499694824,0.9999885559082031,0.9999502301216125,0.9999917149543762,0.9999999759510853,nan,nan
CHASE-DB1,2026,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7702385187149048,0.626331627368927,0.9664154052734375,0.7166027426719666,0.9877127408981323,0.8521577344176898,nan,nan
CHASE-DB1,2026,Baseline coarse mask,YES,0.5,5,0.5,0,1.5,0.7438443303108215,0.5921593904495239,0.9659500122070312,0.6447761058807373,0.9926211833953857,0.8186986478590177,nan,nan
